PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AirQualityIndex
49,53,10,6,10,100,4,100
30,55,11,2,4,43,1,55
49,54,15,2,12,3,35,54
30,72,29,2,10,3,35,72
44,54,4,8,11,46,17,54
59,70,11,3,10,45,33,70
63,85,26,3,8,45,29,85
71,90,26,3,16,35,12,90
67,90,26,3,4,17,17,90
81,83,10,3,10,10,17,83
40,69,21,4,7,35,14,69
171,128,46,8,7,25,50,171
44,73,31,10,12,44,22,73
100,121,39,10,10,74,35,121
50,67,30,9,18,29,29,67
67,80,45,8,6,47,30,80
71,98,13,5,12,27,17,98
46,98,11,5,7,87,13,87
43,30,4,1,11,83,23,83
77,97,28,10,48,16,25,97
61,97,18,10,27,16,25,61
139,156,28,8,13,17,81,156
88,102,20,9,13,42,45,102
127,140,42,6,21,69,48,140
46,140,48,6,7,69,26,48
139,148,29,11,13,61,157,157
40,148,24,11,4,39,23,40
76,97,16,5,10,29,43,97
95,95,23,8,23,50,38,95
56,68,26,2,18,12,16,68
29,34,17,8,5,17,22,34
34,45,18,2,10,41,54,54
19,27,34,4,2,22,17,34
36,43,12,1,15,21,17,43
51,43,71,1,19,70,10,71
48,43,22,1,8,45,90,90
82,43,78,1,63,65,90,82
82,99,3,1,14,33,56,99
102,106,47,7,13,34,67,106
69,93,214,7,80,59,48,214
37,75,15,5,22,75,4,75
47,62,18,2,6,27,23,62
37,54,7,2,13,22,1,54
62,109,8,3,1,24,3,109
85,103,22,3,19,23,50,103
76,80,16,5,6,40,83,83
91,115,47,28,1,59,61,115
124,109,19,4,5,18,29,124
118,127,33,3,6,52,79,127
116,127,33,3,11,69,192,192
26,94,10,14,7,22,46,94
140,121,14,14,7,114,58,140
134,118,16,8,63,18,53,134
106,102,13,7,3,20,58,106
55,82,5,13,10,22,43,82
117,126,12,13,37,32,36,126
99,104,22,4,7,23,33,104
125,115,49,5,8,25,44,125
125,51,13,19,5,12,7,51
88,112,15,41,1,39,20,112
82,112,15,41,6,10,44,82
164,143,31,17,17,34,79,164
56,143,9,17,10,34,18,56
229,151,12,1,4,15,25,229
125,110,19,2,10,34,20,125
98,111,21,8,11,53,162,162
25,29,12,2,4,53,69,69
35,29,20,2,5,51,10,51
20,22,27,1,16,44,7,44
28,96,13,3,32,14,18,96
29,46,24,1,7,29,18,46
15,22,6,8,4,29,9,29
44,65,19,3,11,28,50,65
24,38,14,1,18,39,22,39
43,64,10,2,7,17,12,64
63,68,34,3,57,30,45,68
36,45,6,4,11,40,70,70
50,73,19,3,13,35,17,73
77,242,21,6,18,16,23,242
38,34,30,3,39,46,8,46
18,74,13,3,17,63,10,74
18,18,21,3,22,59,4,59
17,20,4,1,6,10,32,32
53,56,10,6,10,98,4,98
29,56,11,2,4,43,1,56
50,55,15,2,12,4,40,55
32,72,29,2,10,4,40,72
43,53,4,8,11,47,19,53
62,72,11,3,10,44,36,72
63,85,26,3,8,44,33,85
71,90,26,3,14,36,12,90
68,92,26,3,5,15,19,92
82,84,10,3,10,9,19,84
38,68,21,4,6,36,18,68
172,129,45,8,7,23,59,172
45,74,31,10,12,42,27,74
99,118,38,10,10,85,42,118
51,67,30,8,18,35,30,67
67,80,45,8,7,52,35,80
72,99,14,5,12,29,19,99
46,99,11,5,7,89,14,89
43,30,4,1,11,83,27,83
76,96,28,10,48,15,27,96
60,96,19,10,27,15,27,60
137,154,28,8,13,15,93,154
89,103,20,9,13,39,57,103
126,139,42,6,21,70,57,139
49,139,48,6,8,70,29,49
138,149,29,11,14,58,172,172
40,149,24,11,4,41,23,41
78,100,17,5,10,31,46,100
99,96,24,8,23,49,45,99
54,67,25,2,18,12,19,67
29,34,17,8,5,17,25,34
34,45,18,2,10,43,59,59
19,26,34,4,3,20,18,34
36,43,12,1,15,20,17,43
50,43,70,1,19,69,10,70
50,43,22,1,12,47,94,94
82,43,76,1,63,69,94,82
82,101,3,1,13,31,66,101
102,107,47,6,13,33,75,107
70,93,223,6,83,57,57,223
36,76,15,5,23,75,4,76
47,62,18,2,6,27,23,62
37,54,7,2,13,24,1,54
63,109,8,3,1,23,3,109
86,103,23,3,19,22,56,103
76,79,16,6,6,39,88,88
90,115,46,28,1,57,61,115
124,110,18,4,4,15,35,124
117,127,33,3,6,48,87,127
116,127,33,3,11,68,106,116
26,95,10,14,7,22,48,95
140,121,14,14,7,114,151,151
132,118,16,8,63,16,56,132
105,102,13,7,3,19,65,105
55,83,5,13,10,22,45,83
118,126,11,13,37,32,40,126
97,105,23,4,7,23,37,105
124,115,49,5,10,23,50,124
124,51,13,18,5,10,13,51
88,112,15,41,1,38,25,112
84,112,15,41,5,10,43,84
161,142,32,16,17,32,76,161
56,142,9,16,10,34,19,56
229,156,12,1,4,14,27,229
124,110,19,2,11,32,22,124
99,112,21,8,11,53,176,176
25,27,12,2,4,53,69,69
35,27,21,2,5,50,11,50
27,98,14,3,32,14,18,98
29,47,25,1,8,32,19,47
14,22,6,8,4,26,9,26
45,66,19,4,11,29,52,66
23,35,14,1,19,39,23,39
44,65,10,2,7,17,13,65
63,69,34,3,57,29,47,69
36,47,6,4,11,41,71,71
51,74,19,3,13,36,19,74
80,228,21,6,18,17,24,228
39,34,30,2,39,43,9,43
17,59,13,2,17,63,10,63
19,18,21,3,24,66,4,66
17,21,4,1,6,11,31,31
57,60,10,6,10,97,4,97
30,57,11,2,4,43,1,57
50,56,15,2,13,4,44,56
35,71,29,2,10,4,44,71
43,53,4,8,13,48,23,53
63,73,11,3,10,43,39,73
64,89,26,3,8,43,36,89
68,88,26,3,12,37,12,88
69,93,26,3,4,14,21,93
84,85,10,3,10,9,21,85
39,67,21,4,6,38,22,67
172,129,46,8,7,23,68,172
45,74,31,10,12,37,31,74
97,118,38,10,10,75,48,118
53,68,30,8,18,32,31,68
66,80,45,8,7,54,40,80
72,99,14,5,12,33,19,99
45,99,11,5,7,94,17,94
42,30,4,1,11,83,30,83
76,96,28,10,48,15,29,96
60,96,21,10,27,15,29,60
135,152,27,8,13,13,103,152
89,103,20,9,13,36,65,103
126,139,44,6,21,71,67,139
50,139,46,6,8,71,33,50
138,148,29,11,14,40,160,160
41,148,23,11,5,42,22,42
80,103,17,5,10,31,52,103
101,97,23,8,23,55,53,101
52,65,24,2,18,11,20,65
29,34,17,7,5,17,25,34
34,45,18,2,10,43,64,64
20,26,34,4,3,19,18,34
36,43,12,1,15,20,17,43
52,43,69,1,19,70,10,70
50,43,20,1,12,50,95,95
81,43,76,1,63,77,95,81
81,102,3,1,13,29,74,102
101,106,47,6,13,32,82,106
73,94,240,6,81,55,64,240
37,76,15,5,23,75,4,76
47,63,18,2,6,27,23,63
38,51,7,3,13,23,1,51
65,109,8,3,1,22,3,109
87,104,22,3,19,21,62,104
76,79,15,6,6,41,92,92
90,115,44,28,1,54,59,115
117,127,34,3,6,49,92,127
118,127,34,3,11,67,114,118
26,102,10,14,6,21,52,102
140,122,14,14,6,114,87,140
130,118,16,8,63,15,58,130
105,102,13,7,3,18,71,105
54,83,5,14,10,21,46,83
118,126,11,14,35,34,42,126
96,106,23,4,7,23,41,106
123,115,49,5,11,25,54,123
123,51,13,18,5,9,16,51
88,112,15,41,1,38,28,112
85,112,15,41,6,9,42,85
160,141,33,17,17,22,79,160
56,141,9,17,10,34,20,56
222,157,12,1,4,12,28,222
123,109,19,2,11,32,25,123
99,112,21,8,11,53,153,153
25,25,12,2,5,53,62,62
34,25,21,2,5,50,13,50
28,103,14,3,32,14,18,103
30,46,24,1,8,36,19,46
14,23,6,8,4,24,9,24
46,68,19,4,12,31,52,68
23,33,14,1,19,39,23,39
45,67,10,2,7,17,15,67
63,70,37,3,58,29,47,70
37,48,6,4,11,41,70,70
54,74,19,3,13,37,20,74
83,218,21,6,18,17,24,218
39,34,30,2,40,44,9,44
18,60,14,2,17,67,10,67
18,18,22,3,25,71,4,71
18,21,4,1,6,12,29,29
61,65,9,6,10,97,4,97
28,58,11,2,4,43,1,58
50,56,15,2,16,5,47,56
37,71,29,2,10,5,47,71
43,54,3,8,14,48,27,54
65,75,11,3,10,43,41,75
64,95,26,3,8,43,37,95
63,85,26,3,12,38,12,85
70,93,26,3,4,14,23,93
86,86,10,3,10,10,23,86
40,68,21,4,6,36,25,68
172,129,45,8,7,23,78,172
45,74,31,10,12,34,33,74
96,118,38,10,10,63,53,118
53,70,30,8,18,30,32,70
65,80,45,8,7,56,44,80
72,100,14,4,12,36,19,100
41,100,11,4,7,96,20,96
42,31,4,1,11,83,32,83
77,97,28,10,48,15,30,97
60,97,21,10,27,15,30,60
133,148,27,8,13,12,106,148
88,102,19,9,13,36,66,102
128,140,43,6,21,72,74,140
50,140,44,6,8,72,35,50
137,148,29,11,13,41,140,148
41,148,23,11,5,41,22,41
80,103,17,5,10,32,56,103
99,97,22,8,22,54,59,99
55,68,14,6,18,17,70,70
49,63,23,2,17,11,20,63
29,34,17,7,5,17,24,34
34,44,17,2,10,44,65,65
20,26,34,4,3,19,18,34
38,45,13,1,15,20,17,45
53,45,69,1,19,72,11,72
50,45,19,1,13,50,93,93
81,45,76,1,62,83,93,83
81,104,3,1,13,28,79,104
101,107,46,7,13,31,84,107
74,94,249,7,81,53,69,249
37,77,15,5,23,75,4,77
47,64,18,2,6,30,23,64
66,109,8,3,1,23,3,109
87,104,22,3,20,21,66,104
76,79,15,6,6,42,95,95
91,115,46,30,1,53,55,115
116,127,35,3,6,53,91,127
119,127,35,3,11,67,114,119
26,106,10,14,6,21,53,106
142,122,14,14,6,115,94,142
128,118,15,8,63,15,58,128
103,100,13,7,3,18,75,103
54,84,6,14,10,21,46,84
119,127,11,14,33,35,44,127
93,106,23,5,7,24,43,106
122,114,49,5,12,29,53,122
122,51,14,18,5,8,18,51
88,112,15,41,1,37,28,112
86,112,15,41,6,9,43,86
158,140,34,16,17,22,75,158
56,140,9,16,10,34,20,56
214,156,12,1,4,12,29,214
123,108,20,2,11,33,29,123
100,112,21,8,11,53,122,122
25,24,11,2,5,53,39,39
34,24,21,2,5,49,13,49
28,105,14,3,32,15,17,105
31,45,24,1,8,44,17,45
14,23,6,8,4,21,9,23
48,70,20,4,12,38,50,70
23,31,14,1,19,38,23,38
46,69,10,2,7,18,15,69
64,69,37,3,58,29,46,69
38,49,7,4,11,41,69,69
55,74,19,3,13,38,20,74
92,223,21,6,18,18,24,223
39,34,30,2,38,51,9,51
19,60,15,2,17,72,10,72
18,18,22,3,25,69,4,69
19,22,4,1,6,14,27,27
60,66,9,6,10,96,4,96
30,56,11,2,3,43,1,56
50,58,15,2,18,5,48,58
39,70,29,2,10,5,48,70
44,56,3,8,14,51,28,56
66,76,11,3,10,43,43,76
64,97,26,3,8,43,38,97
62,84,26,3,12,38,13,84
70,93,26,3,4,13,24,93
90,91,10,3,10,10,24,91
41,69,21,4,6,35,28,69
170,129,43,8,7,24,74,170
44,74,30,9,12,31,36,74
96,118,39,9,10,69,57,118
53,70,30,8,18,29,33,70
64,80,45,8,7,56,44,80
72,100,15,4,12,38,19,100
39,100,11,4,7,96,21,96
42,31,4,1,11,83,33,83
77,97,28,10,48,16,30,97
60,97,23,10,27,16,30,60
130,144,27,8,14,12,106,144
87,101,17,10,13,36,69,101
129,140,42,6,21,72,78,140
50,140,41,6,8,72,36,50
136,148,29,11,13,42,148,148
41,148,23,11,5,42,22,42
81,104,17,5,10,34,57,104
99,97,21,8,22,59,64,99
56,68,14,6,18,16,71,71
47,61,22,2,16,12,20,61
29,34,17,7,5,17,22,34
33,43,17,2,10,45,64,64
20,25,33,4,3,19,18,33
39,46,13,1,15,21,17,46
52,46,69,1,18,72,12,72
49,46,18,1,13,52,96,96
80,46,73,1,62,84,96,84
80,106,3,1,14,28,78,106
100,105,45,7,13,30,83,105
75,94,258,7,81,49,69,258
38,78,15,5,23,76,4,78
47,64,18,2,6,34,23,64
66,108,8,3,1,26,3,108
87,104,23,3,21,21,67,104
75,78,14,7,6,47,94,94
91,114,49,32,1,51,50,114
114,126,32,3,6,55,91,126
117,126,32,3,11,66,115,117
25,108,10,14,6,20,55,108
142,123,14,14,6,115,95,142
127,118,15,8,64,16,58,127
103,99,13,7,3,19,77,103
53,84,6,15,10,22,44,84
120,128,11,15,31,35,44,128
92,106,23,5,7,25,43,106
120,114,50,5,12,36,48,120
120,50,14,17,5,8,20,50
87,111,15,41,1,37,25,111
90,111,15,41,6,10,44,90
156,139,35,17,17,21,58,156
56,139,9,17,10,34,20,56
209,156,11,1,4,14,29,209
123,108,20,2,12,37,32,123
101,113,21,8,11,52,128,128
25,24,11,2,5,52,34,34
33,24,22,2,5,50,13,50
21,23,27,1,15,44,7,44
30,108,14,3,32,16,16,108
31,46,24,1,8,50,15,50
15,23,6,8,4,20,9,23
52,72,21,4,12,45,47,72
22,29,14,1,19,28,22,29
47,70,10,2,6,19,15,70
58,66,36,3,60,28,44,66
40,50,7,4,12,41,69,69
57,74,19,3,13,39,20,74
92,223,21,6,18,20,24,223
41,35,30,2,36,57,9,57
20,60,16,2,17,78,10,78
18,18,22,3,25,68,4,68
19,22,4,1,6,15,24,24
61,68,9,6,10,96,4,96
28,51,11,2,3,43,1,51
52,59,15,2,19,5,48,59
40,70,29,2,10,5,48,70
44,60,3,8,14,57,28,60
67,76,11,3,10,44,43,76
64,98,26,3,8,44,37,98
62,84,26,3,12,39,13,84
71,94,26,3,4,14,23,94
98,96,10,3,10,11,23,98
43,69,21,4,6,37,30,69
164,128,41,8,7,25,67,164
43,73,30,9,12,31,36,73
95,118,39,9,10,72,56,118
53,70,29,8,18,29,33,70
64,80,45,8,7,58,42,80
74,101,15,4,12,39,19,101
39,101,11,4,7,97,22,97
42,31,4,1,11,83,32,83
76,96,27,10,45,16,29,96
60,96,24,10,27,16,29,60
124,142,29,8,14,16,98,142
84,99,14,10,13,38,71,99
128,138,41,6,21,72,77,138
48,138,39,6,7,72,37,48
134,149,30,11,13,46,145,149
42,149,23,11,5,42,23,42
82,104,17,5,9,37,56,104
100,98,22,8,21,61,67,100
57,68,13,7,17,14,71,71
44,59,21,2,16,13,18,59
29,33,17,7,5,17,20,33
32,42,17,2,9,47,59,59
21,25,33,4,3,18,18,33
40,47,13,1,15,23,17,47
53,47,69,1,18,71,13,71
46,47,18,1,13,58,96,96
77,47,69,1,62,84,96,84
77,107,3,1,14,30,74,107
98,103,45,6,13,31,78,103
75,95,264,6,81,32,64,264
38,79,15,5,23,76,4,79
48,64,18,2,6,42,23,64
67,108,8,3,1,37,3,108
87,104,24,3,21,22,66,104
74,78,14,7,6,53,90,90
91,114,53,35,1,49,47,114
110,124,28,3,6,57,90,124
113,124,28,3,11,66,111,113
24,110,10,14,6,19,54,110
140,122,14,14,6,115,93,140
127,117,15,8,64,17,57,127
102,98,13,7,3,21,76,102
53,85,6,16,10,24,42,85
120,129,10,16,29,37,40,129
92,107,23,5,7,26,42,107
119,113,47,5,12,40,45,119
119,49,14,16,5,10,20,49
85,110,14,41,1,36,24,110
93,110,15,41,6,10,45,93
155,139,35,17,17,22,57,155
57,139,9,17,10,35,19,57
203,155,11,1,4,15,29,203
123,108,22,2,12,45,25,123
104,114,21,8,11,52,130,130
26,24,11,2,5,52,31,31
34,24,23,2,5,54,13,54
22,24,28,1,15,46,6,46
30,113,14,3,32,17,14,113
31,45,24,1,8,52,14,52
15,24,6,8,4,20,9,24
55,74,21,4,12,46,49,74
22,29,13,1,19,28,22,29
49,71,9,2,6,19,15,71
53,63,40,3,62,29,40,63
41,51,7,4,12,39,73,73
57,74,20,3,13,40,19,74
97,223,21,6,18,22,24,223
38,33,31,2,35,62,8,62
21,60,17,2,17,84,10,84
18,18,22,3,26,66,4,66
20,22,4,1,7,16,23,23
63,72,10,6,10,96,4,96
25,46,11,2,3,43,2,46
56,61,15,2,20,5,44,61
41,70,29,2,10,5,44,70
44,61,3,8,14,62,26,62
68,77,11,3,10,45,41,77
66,100,25,3,8,45,34,100
62,84,25,3,12,40,13,84
71,95,25,3,4,15,22,95
106,102,10,3,10,11,22,106
43,69,22,5,6,40,29,69
158,126,40,8,7,28,62,158
43,72,29,9,12,31,36,72
93,119,39,9,10,75,53,119
52,70,29,8,18,28,33,70
64,81,45,8,7,60,38,81
74,100,16,4,12,43,19,100
38,100,11,4,7,98,23,98
41,31,4,1,11,83,30,83
76,97,28,10,43,17,27,97
59,97,25,10,27,17,27,59
127,144,30,8,14,21,86,144
80,97,12,10,11,40,73,97
125,135,37,6,20,72,74,135
46,135,38,6,7,72,36,46
135,151,30,10,13,49,135,151
41,151,23,10,5,44,23,44
84,105,17,5,9,38,54,105
104,99,22,8,21,62,66,104
42,57,20,2,16,14,17,57
28,33,17,6,5,18,19,33
32,41,17,2,9,46,54,54
20,25,33,4,3,18,18,33
40,47,13,1,15,27,17,47
53,47,69,1,18,68,13,69
44,47,18,1,13,67,93,93
77,47,69,1,61,79,93,79
77,109,3,1,14,31,69,109
97,103,44,6,13,31,70,103
76,97,264,6,76,17,58,264
39,79,15,5,23,76,4,79
48,65,18,2,6,51,24,65
73,108,8,3,1,47,3,108
87,105,24,3,22,22,61,105
74,78,13,7,6,60,83,83
90,113,57,38,1,49,40,113
110,124,28,3,6,58,91,124
109,124,28,3,10,66,102,109
24,110,10,13,6,19,52,110
135,120,13,13,6,115,90,135
127,117,15,8,64,19,55,127
102,97,13,7,3,22,74,102
53,86,6,17,10,25,39,86
121,130,10,17,27,40,36,130
92,107,23,5,6,28,39,107
117,112,44,5,13,40,42,117
117,49,14,16,5,11,21,49
83,109,14,41,1,36,22,109
95,109,15,41,6,10,47,95
154,139,36,17,17,23,51,154
58,139,9,17,10,35,17,58
203,155,11,1,4,16,29,203
124,109,23,2,12,48,24,124
104,114,21,8,11,44,128,128
27,24,11,2,5,44,12,27
35,24,23,2,5,54,12,54
23,28,28,1,15,51,5,51
30,114,14,3,32,17,13,114
31,45,24,1,8,51,12,51
16,24,6,8,4,22,9,24
55,75,22,4,13,47,50,75
22,30,13,1,19,30,21,30
49,71,9,2,6,19,15,71
51,60,41,3,63,29,35,63
41,50,7,4,12,39,75,75
58,73,20,3,13,40,18,73
111,229,22,6,18,25,23,229
37,33,31,2,33,68,7,68
22,62,18,2,17,91,10,91
18,18,22,3,26,64,4,64
20,23,4,1,7,16,21,23
63,74,10,6,10,97,4,97
24,43,11,2,3,44,2,44
61,63,15,2,20,5,39,63
41,70,29,2,10,5,39,70
44,62,3,8,14,57,23,62
68,77,11,3,10,44,39,77
66,99,25,3,8,44,31,99
63,85,25,3,12,40,12,85
72,96,25,3,4,16,20,96
114,108,10,3,10,11,20,114
45,70,21,5,7,42,30,70
153,124,38,8,7,28,54,153
43,71,27,8,12,30,39,71
87,118,39,8,10,76,49,118
51,69,29,8,18,31,34,69
64,82,45,8,7,62,35,82
76,100,16,4,12,43,18,100
37,100,11,4,7,99,24,99
42,31,4,1,11,83,27,83
76,97,28,10,42,18,25,97
57,97,26,10,27,18,25,57
129,146,30,8,14,23,75,146
77,95,13,10,11,41,68,95
118,129,34,6,20,72,68,129
44,129,36,6,7,72,32,44
134,152,30,10,13,51,124,152
42,152,23,10,5,45,25,45
86,104,16,5,9,39,49,104
112,102,22,7,22,61,62,112
40,55,20,2,15,16,15,55
28,33,17,6,5,18,17,33
32,41,17,2,9,46,50,50
20,24,33,4,3,19,17,33
42,49,13,1,16,31,17,49
54,49,69,1,18,67,13,69
43,49,18,1,13,70,90,90
76,49,68,1,61,81,90,81
76,111,3,1,14,33,61,111
95,102,44,6,13,32,61,102
78,98,260,6,71,6,51,260
39,80,15,5,23,77,4,80
49,65,18,2,5,59,24,65
79,108,8,3,1,57,3,108
89,105,25,3,22,23,56,105
73,78,13,7,6,65,68,78
90,112,61,41,1,50,35,112
106,121,24,3,6,60,86,121
105,121,24,3,10,67,87,105
24,110,10,13,6,18,49,110
129,118,13,13,6,116,90,129
127,117,15,7,64,21,52,127
101,96,13,7,3,22,69,101
53,87,7,17,10,26,35,87
123,132,10,17,25,42,32,132
91,108,23,5,6,29,34,108
115,110,42,5,14,39,39,115
115,49,13,15,5,12,21,49
80,108,14,41,1,36,19,108
98,108,15,41,6,11,50,98
152,139,37,17,17,24,48,152
58,139,9,17,10,35,17,58
196,153,11,1,4,17,28,196
125,110,24,2,13,51,24,125
105,115,21,9,11,33,116,116
28,25,11,2,5,33,8,28
36,25,23,2,5,52,12,52
24,31,29,1,14,55,5,55
30,113,14,3,32,17,12,113
31,45,24,1,8,50,12,50
17,25,6,8,4,24,9,25
55,76,22,4,13,46,51,76
22,31,14,1,19,32,21,32
49,71,9,2,5,19,15,71
50,60,42,3,63,30,32,63
42,50,8,4,12,40,75,75
58,74,20,3,13,40,16,74
127,240,22,6,18,27,23,240
38,33,31,2,31,75,6,75
22,62,19,2,17,97,11,97
30,53,55,8,1,50,3,55
18,17,22,3,26,61,4,61
20,23,4,1,7,17,20,23
62,75,11,6,10,97,4,97
25,42,11,2,3,44,1,44
65,65,15,2,19,5,34,65
42,70,29,2,10,5,34,70
45,61,3,8,13,63,19,63
69,78,11,3,9,44,37,78
66,97,25,3,8,44,28,97
64,86,25,3,12,41,12,86
73,97,25,3,4,17,18,97
123,114,10,3,10,12,18,123
47,70,21,5,7,44,29,70
147,122,37,8,7,30,47,147
41,68,27,8,13,31,39,68
85,120,39,8,11,65,43,120
51,69,28,8,18,36,33,69
64,83,45,8,7,58,30,83
76,100,16,4,12,45,16,100
36,100,11,4,7,102,23,102
41,31,4,1,11,82,24,82
76,96,27,10,39,19,23,96
56,96,27,10,27,19,23,56
130,146,30,8,14,24,64,146
77,95,13,10,10,40,63,95
111,123,33,6,19,72,60,123
44,123,35,6,7,72,29,44
132,152,30,10,13,54,112,152
42,152,23,10,5,45,25,45
85,103,16,5,9,40,46,103
117,103,22,7,23,59,57,117
39,53,20,2,15,17,13,53
28,32,17,6,5,19,15,32
32,41,17,2,9,45,47,47
20,24,33,4,3,20,17,33
44,50,12,1,16,37,17,50
53,50,68,1,18,60,12,68
41,50,18,1,13,74,86,86
76,50,68,1,61,88,86,88
76,113,3,1,13,36,51,113
95,103,44,6,13,33,51,103
77,97,255,6,67,10,43,255
40,80,15,5,23,77,4,80
50,66,18,2,5,65,24,66
86,109,8,3,1,67,3,109
90,106,26,3,23,24,48,106
72,78,13,7,6,71,57,78
90,111,64,44,1,49,28,111
100,117,22,3,6,61,80,117
101,117,22,3,10,67,72,101
24,110,10,13,6,17,46,110
124,117,12,13,6,116,90,124
129,117,16,7,64,23,49,129
100,95,13,7,3,23,63,100
52,88,7,18,10,28,30,88
126,134,10,18,22,42,27,134
90,108,24,5,6,31,30,108
111,108,41,5,16,40,33,111
111,49,14,15,5,13,21,49
77,107,14,41,1,36,16,107
99,107,15,41,6,11,51,99
150,139,37,17,17,25,47,150
57,139,9,17,10,35,17,57
193,152,11,1,4,18,26,193
126,111,25,2,13,54,24,126
105,116,20,9,11,26,107,116
32,26,11,2,5,26,5,32
37,26,23,2,5,50,12,50
24,32,29,1,14,56,5,56
29,110,14,3,32,17,10,110
31,45,25,1,8,50,11,50
17,25,6,8,4,26,8,26
56,78,23,4,13,46,50,78
22,32,14,1,19,34,20,34
49,71,8,2,5,20,15,71
50,60,43,3,64,30,28,64
42,49,8,4,11,40,72,72
58,73,20,3,13,38,15,73
122,244,22,6,18,28,22,244
39,34,31,2,30,77,6,77
22,62,20,2,17,102,11,102
31,53,55,8,1,46,2,55
17,16,22,3,26,60,4,60
20,23,4,1,7,16,19,23
62,75,11,7,10,96,4,96
25,41,11,2,3,45,1,45
68,67,15,2,18,5,29,68
41,71,29,2,9,5,29,71
45,60,3,8,13,62,16,62
69,78,11,3,9,45,33,78
66,99,25,3,9,45,25,99
64,87,25,3,12,41,12,87
72,96,25,3,4,19,16,96
132,120,10,3,10,12,16,132
47,70,20,5,7,44,29,70
140,120,37,8,7,30,39,140
39,65,27,8,12,34,34,65
86,122,39,8,11,65,38,122
50,68,28,8,18,41,31,68
65,84,45,8,7,51,25,84
76,100,17,4,12,46,14,100
35,100,11,4,7,101,23,101
41,31,4,1,11,82,20,82
74,93,26,10,36,19,23,93
56,93,28,10,27,19,23,56
130,146,29,8,15,26,54,146
77,94,14,10,10,39,55,94
106,120,32,6,19,71,53,120
44,120,34,6,7,71,26,44
130,151,31,10,13,57,98,151
41,151,23,10,5,44,25,44
87,103,16,5,9,38,41,103
119,104,22,7,23,56,50,119
37,51,19,2,15,17,11,51
27,32,18,6,5,19,14,32
32,41,17,2,9,42,43,43
21,24,34,4,3,20,17,34
44,50,12,1,16,39,17,50
52,50,68,1,18,63,12,68
40,50,18,1,13,73,90,90
78,50,69,1,61,97,90,97
78,114,4,1,14,36,46,114
94,103,44,6,13,33,42,103
79,98,251,6,63,12,34,251
40,80,15,5,22,77,3,80
51,67,18,2,5,69,24,69
93,112,8,3,1,73,3,112
91,106,27,3,23,25,39,106
70,77,12,7,6,74,47,77
89,110,68,47,1,49,23,110
94,113,22,3,6,60,72,113
97,113,22,3,10,65,54,97
24,124,10,13,6,18,43,124
118,114,12,13,6,116,85,118
130,117,16,7,64,24,46,130
99,94,14,7,3,23,57,99
51,90,8,19,9,29,30,90
130,135,10,19,20,43,21,135
88,109,25,6,6,36,24,109
106,104,39,5,16,40,26,106
106,49,13,15,5,14,21,49
75,106,14,42,1,36,12,106
100,106,16,42,6,11,52,100
150,139,37,17,17,26,46,150
56,139,9,17,10,35,17,56
184,150,10,1,4,19,25,184
127,111,26,3,14,57,23,127
107,116,20,9,12,28,92,116
32,25,11,2,5,28,4,32
38,25,23,2,5,49,12,49
24,33,29,1,14,57,4,57
29,106,14,3,32,16,9,106
31,45,25,1,8,47,11,47
17,26,6,8,4,26,8,26
57,79,23,4,13,44,49,79
22,33,14,1,18,34,20,34
48,71,8,2,5,20,15,71
51,60,44,3,65,30,27,65
42,49,8,4,11,40,68,68
56,73,20,3,13,35,14,73
137,251,22,6,18,29,22,251
39,34,30,2,28,78,5,78
23,62,21,2,17,107,11,107
31,53,55,8,1,41,2,55
18,16,22,3,26,59,3,59
20,23,4,1,7,16,20,23
62,75,11,7,10,98,4,98
25,41,11,2,3,45,1,45
70,69,15,2,19,5,23,70
41,70,29,2,9,5,23,70
46,59,3,8,13,60,15,60
70,79,11,3,9,47,30,79
66,100,25,3,9,47,22,100
64,87,25,3,12,40,12,87
72,95,25,3,4,21,14,95
136,122,10,3,10,12,14,136
46,68,20,4,7,45,27,68
133,119,37,8,7,31,32,133
38,63,27,7,13,38,30,63
88,123,38,7,10,66,32,123
49,67,27,8,17,39,29,67
65,85,45,8,7,47,20,85
77,100,17,4,12,42,13,100
35,100,11,4,7,99,23,99
41,31,4,1,11,82,17,82
73,92,25,10,31,18,22,92
56,92,29,10,27,18,22,56
129,145,29,8,14,27,43,145
78,95,14,10,11,39,47,95
102,117,32,7,19,71,45,117
43,117,33,7,7,71,25,43
127,150,31,11,13,59,82,150
40,150,23,11,6,43,25,43
88,104,17,5,9,37,37,104
120,104,21,7,23,57,42,120
29,28,9,2,7,14,10,29
29,28,9,2,10,14,9,28
36,50,19,2,15,18,10,50
27,32,18,6,5,20,13,32
33,41,17,2,9,35,36,41
21,25,34,4,3,19,19,34
46,51,12,1,16,53,17,53
49,51,68,1,17,67,11,68
36,51,18,1,13,57,88,88
81,51,73,1,62,97,88,97
81,116,4,1,14,38,34,116
91,101,44,6,13,34,30,101
84,102,236,6,59,13,18,236
39,80,15,5,22,76,3,80
54,67,18,2,5,73,24,73
107,116,8,3,2,73,3,116
95,109,28,3,24,26,27,109
67,75,12,8,6,80,25,80
86,106,76,53,1,47,16,106
83,107,22,3,6,57,64,107
89,107,22,3,10,60,35,89
25,130,10,13,5,20,37,130
105,109,12,13,5,116,55,116
126,117,15,7,64,28,42,126
96,93,14,7,3,25,46,96
